0,661.9525724432276
1,821.5852930323651
2,775.2898808758293
3,862.4349766293678
4,862.4349766293678
5,862.4349766293678
6,862.4349766293678
7,871.2379491522651
8,871.2379491522651
9,862.4349766293678
10,845.6171414919825
11,845.6171414919825
12,862.4349766293678
13,862.4349766293678
14,862.4349766293678
15,862.4349766293678
16,862.4349766293678
17,862.4349766293678
18,801.5704304178765
19,812.9857176784924
20,803.5725536485188
21,866.8396477367784
22,872.4455927825734
23,872.4455927825734
24,864.8311548142133
25,864.8311548142133
26,864.8311548142133
27,864.8311548142133
28,864.8311548142133
29,864.8311548142133
30,864.8311548142133
31,864.8311548142133
32,864.8311548142133
33,864.8311548142133
34,864.8311548142133
35,864.8311548142133
36,864.8311548142133
37,864.8311548142133
38,864.8311548142133
39,864.8311548142133
40,864.8311548142133
41,864.8311548142133
42,864.8311548142133
43,864.8311548142133
44,864.8311548142133
45,864.8311548142133
46,864.8311548142133
47,864.8311548142133
48,864.8311548142133
49,864.8311548142133
50,864.8311548142133
