0,1367.0264673296583
1,1629.0376359663528
2,1629.0376359663528
3,1649.3069365492
4,1649.3069365492
5,1676.6264286391258
6,1676.6264286391258
7,1676.6264286391258
8,1676.6264286391258
9,1651.0694844259692
10,1651.0694844259692
11,1660.7634977482007
12,1653.7133062411233
13,1653.7133062411233
14,1670.457511070433
15,1654.5945801795083
16,1673.101332885587
17,1673.101332885587
18,1685.439168022973
19,1654.5945801795083
20,1654.5945801795083
21,1654.5945801795083
22,1654.5945801795083
23,1654.5945801795083
24,1654.5945801795083
25,1654.5945801795083
26,1665.1698674401248
27,1665.1698674401248
28,1677.5077025775101
29,1680.151524392665
30,1673.9826068239715
31,1654.5945801795083
32,1674.8638807623568
33,1659.0009498714312
34,1677.5077025775106
35,1674.8638807623568
36,1666.051141378509
37,1674.8638807623563
38,1674.8638807623563
39,1674.8638807623563
40,1674.8638807623563
41,1666.932415316894
42,1636.087827473429
43,1658.119675933047
44,1674.8638807623563
45,1674.8638807623563
46,1674.8638807623565
47,1681.0327983310494
48,1681.0327983310494
49,1681.0327983310494
50,1681.0327983310494
