0,1553.999994479552
1,1554.1599944841485
2,1556.5191451918922
3,1557.1599944841485
4,1496.4554482726603
5,1496.4554482726603
6,1496.4554482726603
7,1496.4554482726603
8,1496.4554482726603
9,1557.1599944841485
10,1557.1599944841485
11,1557.1599944841485
12,1557.1599944841485
13,1496.4554482726603
14,1496.4554482726603
15,1496.4554482726603
16,1496.4554482726603
17,1496.4554482726603
18,1486.2018595965574
19,1485.561010304301
20,1485.561010304301
21,1485.561010304301
22,1485.561010304301
23,1485.561010304301
24,1485.561010304301
25,1485.561010304301
26,1485.561010304301
27,1485.561010304301
28,1485.561010304301
29,1485.561010304301
30,1485.561010304301
31,1485.561010304301
32,1485.561010304301
33,1485.561010304301
34,1485.561010304301
35,1486.2018595965574
36,1486.2018595965574
37,1486.2018595965574
38,1486.2018595965574
39,1486.2018595965574
40,1486.2018595965574
41,1486.2018595965574
42,1486.2018595965574
43,1486.2018595965574
44,1486.2018595965574
45,1486.2018595965574
46,1486.2018595965574
47,1486.2018595965574
48,1486.2018595965574
49,1486.2018595965574
50,1486.2018595965574
