0,2175.2389673296693
1,2176.30875170325
2,2176.30875170325
3,2176.30875170325
4,2176.30875170325
5,2176.30875170325
6,2176.30875170325
7,2176.30875170325
8,2178.071299580019
9,2178.071299580019
10,2184.2402171487115
11,2184.2402171487115
12,2184.2402171487115
13,2184.2402171487115
14,2184.2402171487115
15,2184.2402171487115
16,2184.2402171487115
17,2185.1214910870963
18,2186.002765025481
19,2186.002765025481
20,2186.002765025481
21,2186.002765025481
22,2188.646586840635
23,2188.646586840635
24,2188.646586840635
25,2188.646586840635
26,2191.290408655789
27,2191.290408655789
28,2191.290408655789
29,2191.290408655789
30,2191.290408655789
31,2191.290408655789
32,2191.290408655789
33,2191.290408655789
34,2191.290408655789
35,2191.290408655789
36,2191.290408655789
37,2191.290408655789
38,2195.696778347713
39,2195.696778347713
40,2195.696778347713
41,2195.696778347713
42,2195.696778347713
43,2195.696778347713
44,2195.696778347713
45,2195.696778347713
46,2195.696778347713
47,2195.696778347713
48,2195.696778347713
49,2195.696778347713
50,2198.340600162867
