0,2088.427491719325
1,2138.032597887751
2,2138.032597887751
3,2152.132980901908
4,2156.5393505938305
5,2190.909034190833
6,2190.909034190833
7,2190.909034190833
8,2190.909034190833
9,2190.909034190833
10,2190.909034190833
11,2190.909034190833
12,2190.909034190833
13,2190.909034190833
14,2190.909034190833
15,2190.909034190833
16,2190.909034190833
17,2194.434129944372
18,2194.434129944372
19,2194.434129944372
20,2194.434129944372
21,2194.434129944372
22,2194.434129944372
23,2194.434129944372
24,2194.434129944372
25,2194.434129944372
26,2194.434129944372
27,2194.434129944372
28,2194.434129944372
29,2194.434129944372
30,2194.434129944372
31,2194.434129944372
32,2194.434129944372
33,2194.434129944372
34,2194.434129944372
35,2194.434129944372
36,2194.434129944372
37,2194.434129944372
38,2194.434129944372
39,2194.434129944372
40,2194.434129944372
41,2194.434129944372
42,2194.434129944372
43,2194.434129944372
44,2194.434129944372
45,2194.434129944372
46,2194.434129944372
47,2194.434129944372
48,2194.434129944372
49,2194.434129944372
50,2194.434129944372
